ID,Age,Gender,Transgender,Mental_Illness,Physical_Illness,Date_of_Arrival,Total_Days_in_Shelter,Total_Days_Homeless,Criminal_Record,Employed,Recurrence,Party_Size,Reason,Education_Level,Return_Prediction
157,76,Male,FALSE,FALSE,FALSE,2021-01-01,25,73,FALSE,FALSE,84,4,Domestic Abuse,Incomplete Highschool,FALSE
158,43,Nonbinary,FALSE,TRUE,FALSE,2016-01-01,11,314,FALSE,TRUE,78,3,Disability,Some College,FALSE
159,58,Male,FALSE,FALSE,TRUE,2021-01-01,14,56,TRUE,FALSE,32,3,Disability,Completed College,FALSE
160,39,Female,FALSE,FALSE,TRUE,2016-01-01,24,37,FALSE,TRUE,49,5,Foster System,Incomplete Highschool,FALSE
161,70,Male,FALSE,FALSE,FALSE,2004-01-01,29,483,TRUE,TRUE,96,1,Disability,Incomplete Highschool,FALSE
162,29,Male,FALSE,TRUE,TRUE,2019-01-01,3,360,TRUE,TRUE,74,5,Disability,Incomplete Highschool,TRUE
163,21,Female,FALSE,TRUE,FALSE,2005-01-01,49,147,FALSE,FALSE,96,3,Domestic Abuse,Completed Highschool,FALSE
164,26,Male,FALSE,TRUE,FALSE,2002-01-01,10,304,FALSE,TRUE,11,5,Veteran,Incomplete Highschool,FALSE
165,27,Male,FALSE,FALSE,FALSE,2016-01-01,17,179,FALSE,FALSE,100,3,Foster System,Completed Highschool,FALSE
166,50,Male,FALSE,TRUE,FALSE,2009-01-01,3,250,FALSE,TRUE,69,2,Veteran,Incomplete Highschool,TRUE
167,20,Female,FALSE,TRUE,TRUE,2019-01-01,62,312,TRUE,TRUE,53,4,Foster System,Some College,FALSE
168,40,Female,FALSE,TRUE,FALSE,2010-01-01,29,452,FALSE,FALSE,42,3,Veteran,Incomplete Highschool,FALSE
169,32,Male,FALSE,TRUE,TRUE,2003-01-01,91,329,FALSE,FALSE,51,3,Disability,Incomplete Highschool,FALSE
170,40,Female,FALSE,TRUE,FALSE,2016-01-01,6,182,TRUE,TRUE,53,2,Veteran,Incomplete Highschool,TRUE
171,78,Male,FALSE,FALSE,TRUE,2021-01-01,73,360,FALSE,TRUE,46,4,Foster System,Incomplete Highschool,FALSE
172,73,Male,FALSE,TRUE,FALSE,2009-01-01,95,178,FALSE,TRUE,46,4,Veteran,Incomplete Highschool,FALSE
173,61,Male,FALSE,TRUE,FALSE,2018-01-01,61,377,FALSE,TRUE,50,1,Foster System,Incomplete Highschool,TRUE
174,38,Female,FALSE,TRUE,TRUE,2013-01-01,85,32,TRUE,FALSE,62,4,Foster System,Incomplete Highschool,TRUE
175,22,Male,FALSE,TRUE,FALSE,2005-01-01,41,283,TRUE,FALSE,35,5,Domestic Abuse,Some College,FALSE
176,70,Female,FALSE,TRUE,TRUE,2000-01-01,27,439,TRUE,TRUE,91,3,Foster System,Incomplete Highschool,TRUE
177,75,Male,FALSE,TRUE,FALSE,2001-01-01,38,268,FALSE,FALSE,25,2,Disability,Incomplete Highschool,TRUE
178,44,Male,TRUE,FALSE,TRUE,2013-01-01,97,110,FALSE,FALSE,84,3,Disability,Incomplete Highschool,TRUE
179,35,Female,FALSE,TRUE,TRUE,2015-01-01,31,255,TRUE,TRUE,93,4,Veteran,Incomplete Highschool,TRUE
180,18,Male,TRUE,TRUE,FALSE,2006-01-01,83,271,FALSE,FALSE,90,1,Veteran,Incomplete Highschool,TRUE
181,47,Female,FALSE,FALSE,TRUE,2006-01-01,99,193,FALSE,FALSE,94,5,Veteran,Completed Highschool,FALSE
182,42,Male,TRUE,TRUE,FALSE,2009-01-01,60,312,TRUE,FALSE,20,1,Veteran,Incomplete Highschool,TRUE
183,52,Female,FALSE,FALSE,TRUE,2021-01-01,32,217,FALSE,FALSE,66,4,Domestic Abuse,Incomplete Highschool,FALSE
184,25,Female,FALSE,FALSE,TRUE,2014-01-01,19,489,FALSE,FALSE,71,1,Disability,Completed College,FALSE
185,58,Male,TRUE,TRUE,TRUE,2017-01-01,100,382,FALSE,TRUE,5,5,Veteran,Incomplete Highschool,TRUE
186,79,Male,FALSE,TRUE,FALSE,2021-01-01,85,144,FALSE,FALSE,51,5,Foster System,Incomplete Highschool,FALSE
187,75,Male,FALSE,TRUE,FALSE,2016-01-01,50,132,FALSE,TRUE,74,3,Foster System,Incomplete Highschool,FALSE
188,36,Female,FALSE,FALSE,FALSE,2013-01-01,34,92,FALSE,FALSE,27,4,Veteran,Incomplete Highschool,FALSE
189,59,Female,FALSE,FALSE,TRUE,2005-01-01,45,417,FALSE,TRUE,30,5,Domestic Abuse,Incomplete Highschool,FALSE
190,18,Male,FALSE,TRUE,TRUE,2010-01-01,2,340,FALSE,TRUE,75,4,Disability,Incomplete Highschool,TRUE
191,79,Male,FALSE,TRUE,TRUE,2005-01-01,27,196,FALSE,FALSE,97,2,Domestic Abuse,Incomplete Highschool,FALSE
192,62,Male,FALSE,FALSE,TRUE,2000-01-01,19,92,FALSE,TRUE,62,2,Veteran,Incomplete Highschool,FALSE
193,29,Female,FALSE,TRUE,TRUE,2018-01-01,2,334,TRUE,FALSE,66,5,Veteran,Incomplete Highschool,TRUE
194,27,Male,FALSE,TRUE,FALSE,2000-01-01,97,159,FALSE,TRUE,73,3,Domestic Abuse,Incomplete Highschool,FALSE
195,38,Female,FALSE,FALSE,TRUE,2020-01-01,46,92,FALSE,TRUE,41,5,Domestic Abuse,Some College,FALSE
196,42,Female,FALSE,FALSE,FALSE,2021-01-01,28,234,FALSE,FALSE,46,1,Veteran,Incomplete Highschool,FALSE
197,70,Nonbinary,FALSE,TRUE,FALSE,2017-01-01,6,197,FALSE,TRUE,34,2,Foster System,Completed College,FALSE
198,57,Female,FALSE,TRUE,FALSE,2009-01-01,94,202,TRUE,TRUE,18,3,Veteran,Completed College,FALSE
199,75,Female,FALSE,TRUE,TRUE,2016-01-01,51,500,FALSE,FALSE,20,5,Disability,Incomplete Highschool,TRUE
200,76,Female,TRUE,FALSE,TRUE,2013-01-01,37,138,TRUE,TRUE,58,1,Domestic Abuse,Some College,FALSE
201,63,Male,FALSE,FALSE,FALSE,2006-01-01,70,437,FALSE,TRUE,22,3,Disability,Incomplete Highschool,FALSE
202,74,Nonbinary,FALSE,FALSE,TRUE,2007-01-01,86,195,FALSE,TRUE,42,5,Foster System,Incomplete Highschool,FALSE
203,54,Female,FALSE,FALSE,TRUE,2013-01-01,74,260,FALSE,FALSE,50,5,Veteran,Incomplete Highschool,FALSE
204,68,Female,FALSE,TRUE,TRUE,2018-01-01,14,184,FALSE,FALSE,12,1,Domestic Abuse,Incomplete Highschool,FALSE
205,58,Male,TRUE,FALSE,TRUE,2015-01-01,21,419,FALSE,FALSE,91,1,Foster System,Completed Highschool,FALSE
