ID,Age,Gender,Transgender,Mental_Illness,Physical_Illness,Date_of_Arrival,Total_Days_in_Shelter,Total_Days_Homeless,Criminal_Record,Employed,Recurrence,Party_Size,Reason,Education_Level,Return_Prediction
54,64,Male,FALSE,FALSE,TRUE,2010-01-01,70,5,FALSE,FALSE,19,3,Disability,Incomplete Highschool,FALSE
55,26,Female,FALSE,TRUE,TRUE,2011-01-01,23,140,FALSE,FALSE,83,4,Disability,Incomplete Highschool,FALSE
56,54,Female,FALSE,FALSE,FALSE,2019-01-01,68,282,FALSE,TRUE,79,2,Disability,Incomplete Highschool,FALSE
57,28,Male,FALSE,FALSE,TRUE,2014-01-01,73,223,FALSE,TRUE,17,3,Foster System,Incomplete Highschool,FALSE
58,45,Female,FALSE,FALSE,TRUE,2012-01-01,87,289,FALSE,FALSE,96,3,Foster System,Incomplete Highschool,FALSE
59,46,Nonbinary,FALSE,TRUE,TRUE,2004-01-01,31,144,FALSE,FALSE,75,1,Veteran,Incomplete Highschool,TRUE
60,60,Female,FALSE,FALSE,TRUE,2020-01-01,6,120,FALSE,FALSE,56,1,Foster System,Incomplete Highschool,FALSE
61,63,Female,FALSE,TRUE,FALSE,2005-01-01,21,229,TRUE,TRUE,75,1,Foster System,Incomplete Highschool,TRUE
62,58,Nonbinary,FALSE,TRUE,TRUE,2005-01-01,61,477,FALSE,TRUE,95,5,Domestic Abuse,Incomplete Highschool,TRUE
63,72,Male,TRUE,FALSE,TRUE,2001-01-01,48,202,FALSE,FALSE,91,3,Disability,Incomplete Highschool,FALSE
64,75,Male,TRUE,FALSE,FALSE,2003-01-01,52,281,TRUE,FALSE,57,4,Foster System,Completed College,FALSE
65,79,Female,FALSE,FALSE,FALSE,2012-01-01,21,85,TRUE,TRUE,49,2,Foster System,Incomplete Highschool,FALSE
66,20,Female,FALSE,FALSE,FALSE,2016-01-01,15,156,FALSE,TRUE,58,4,Foster System,Completed College,FALSE
67,54,Male,FALSE,TRUE,TRUE,2005-01-01,26,430,TRUE,FALSE,47,4,Foster System,Incomplete Highschool,TRUE
68,28,Female,FALSE,FALSE,TRUE,2019-01-01,35,174,FALSE,FALSE,19,2,Domestic Abuse,Completed College,FALSE
69,58,Male,FALSE,TRUE,FALSE,2002-01-01,99,228,FALSE,FALSE,70,3,Domestic Abuse,Incomplete Highschool,FALSE
70,71,Male,FALSE,FALSE,FALSE,2019-01-01,71,136,FALSE,FALSE,28,4,Domestic Abuse,Incomplete Highschool,FALSE
71,39,Male,FALSE,TRUE,FALSE,2001-01-01,33,104,FALSE,FALSE,73,2,Domestic Abuse,Completed Highschool,FALSE
72,22,Female,FALSE,TRUE,FALSE,2016-01-01,90,252,FALSE,TRUE,83,1,Disability,Incomplete Highschool,TRUE
73,59,Male,FALSE,TRUE,FALSE,2004-01-01,25,90,FALSE,TRUE,42,3,Disability,Incomplete Highschool,TRUE
74,51,Nonbinary,FALSE,FALSE,TRUE,2012-01-01,25,347,FALSE,TRUE,69,5,Veteran,Incomplete Highschool,FALSE
75,29,Female,FALSE,FALSE,TRUE,2000-01-01,58,168,FALSE,FALSE,91,4,Foster System,Incomplete Highschool,FALSE
76,71,Female,FALSE,FALSE,FALSE,2009-01-01,68,240,TRUE,FALSE,100,5,Domestic Abuse,Incomplete Highschool,FALSE
77,31,Nonbinary,FALSE,TRUE,TRUE,2019-01-01,65,477,FALSE,FALSE,83,3,Foster System,Completed College,FALSE
78,45,Nonbinary,FALSE,FALSE,FALSE,2018-01-01,80,57,FALSE,FALSE,14,5,Domestic Abuse,Completed College,FALSE
79,45,Male,FALSE,FALSE,TRUE,2006-01-01,22,396,FALSE,TRUE,72,5,Domestic Abuse,Incomplete Highschool,FALSE
80,22,Female,TRUE,FALSE,FALSE,2002-01-01,94,112,FALSE,FALSE,19,3,Foster System,Incomplete Highschool,FALSE
81,71,Male,FALSE,TRUE,FALSE,2009-01-01,57,23,FALSE,FALSE,85,3,Disability,Incomplete Highschool,FALSE
82,55,Nonbinary,FALSE,FALSE,TRUE,2015-01-01,24,395,FALSE,TRUE,71,2,Foster System,Incomplete Highschool,FALSE
83,49,Male,FALSE,TRUE,TRUE,2011-01-01,29,218,FALSE,TRUE,15,5,Disability,Incomplete Highschool,TRUE
84,51,Male,FALSE,FALSE,TRUE,2020-01-01,2,448,FALSE,FALSE,13,4,Veteran,Incomplete Highschool,FALSE
85,52,Male,FALSE,TRUE,TRUE,2011-01-01,90,302,FALSE,TRUE,10,1,Veteran,Incomplete Highschool,TRUE
86,24,Male,FALSE,TRUE,FALSE,2007-01-01,53,468,FALSE,FALSE,48,3,Domestic Abuse,Incomplete Highschool,FALSE
87,37,Female,FALSE,TRUE,FALSE,2003-01-01,79,224,FALSE,TRUE,35,4,Veteran,Completed Highschool,FALSE
88,68,Male,FALSE,TRUE,FALSE,2001-01-01,70,228,FALSE,FALSE,72,5,Disability,Incomplete Highschool,TRUE
89,72,Male,FALSE,TRUE,TRUE,2005-01-01,67,233,FALSE,TRUE,17,5,Disability,Incomplete Highschool,TRUE
90,33,Male,FALSE,FALSE,FALSE,2021-01-01,82,302,TRUE,TRUE,43,4,Foster System,Incomplete Highschool,FALSE
91,79,Female,FALSE,TRUE,TRUE,2019-01-01,60,157,TRUE,TRUE,63,1,Foster System,Incomplete Highschool,TRUE
92,76,Female,FALSE,TRUE,FALSE,2001-01-01,88,351,FALSE,TRUE,84,4,Veteran,Incomplete Highschool,TRUE
93,23,Male,FALSE,FALSE,FALSE,2017-01-01,51,360,FALSE,FALSE,56,4,Domestic Abuse,Incomplete Highschool,TRUE
94,57,Female,FALSE,FALSE,FALSE,2008-01-01,55,201,FALSE,FALSE,5,4,Veteran,Incomplete Highschool,FALSE
95,20,Female,FALSE,FALSE,FALSE,2008-01-01,53,164,FALSE,TRUE,5,3,Foster System,Incomplete Highschool,FALSE
96,41,Female,TRUE,TRUE,FALSE,2020-01-01,48,349,FALSE,TRUE,52,3,Foster System,Incomplete Highschool,TRUE
97,59,Male,FALSE,TRUE,FALSE,2015-01-01,57,192,TRUE,FALSE,79,3,Veteran,Incomplete Highschool,TRUE
98,77,Female,FALSE,FALSE,TRUE,2013-01-01,21,325,FALSE,FALSE,5,2,Domestic Abuse,Incomplete Highschool,FALSE
99,69,Female,FALSE,FALSE,TRUE,2006-01-01,73,177,FALSE,TRUE,17,1,Foster System,Incomplete Highschool,FALSE
100,21,Nonbinary,FALSE,FALSE,FALSE,2006-01-01,92,464,FALSE,FALSE,60,2,Domestic Abuse,Some College,FALSE
101,41,Male,FALSE,TRUE,TRUE,2005-01-01,10,35,FALSE,FALSE,98,3,Domestic Abuse,Incomplete Highschool,FALSE
102,44,Male,FALSE,TRUE,FALSE,2014-01-01,64,495,FALSE,FALSE,53,1,Veteran,Incomplete Highschool,TRUE
103,57,Female,FALSE,FALSE,TRUE,2013-01-01,91,353,FALSE,TRUE,44,3,Veteran,Incomplete Highschool,FALSE
104,67,Female,FALSE,TRUE,FALSE,2007-01-01,8,346,TRUE,FALSE,67,3,Disability,Completed Highschool,FALSE
105,25,Male,FALSE,FALSE,TRUE,2017-01-01,98,31,FALSE,FALSE,29,1,Foster System,Incomplete Highschool,FALSE
106,64,Female,FALSE,FALSE,TRUE,2012-01-01,100,196,FALSE,TRUE,52,2,Domestic Abuse,Incomplete Highschool,FALSE
107,18,Female,FALSE,TRUE,TRUE,2005-01-01,24,184,FALSE,TRUE,82,1,Domestic Abuse,Incomplete Highschool,FALSE
108,62,Female,FALSE,TRUE,TRUE,2015-01-01,79,164,FALSE,FALSE,50,4,Disability,Incomplete Highschool,TRUE
109,52,Female,FALSE,TRUE,FALSE,2010-01-01,49,213,FALSE,TRUE,40,1,Foster System,Incomplete Highschool,TRUE
110,62,Female,FALSE,FALSE,TRUE,2004-01-01,74,176,TRUE,TRUE,7,3,Domestic Abuse,Incomplete Highschool,FALSE
111,46,Female,FALSE,FALSE,TRUE,2014-01-01,49,220,FALSE,TRUE,76,3,Veteran,Completed Highschool,FALSE
112,55,Male,FALSE,FALSE,TRUE,2005-01-01,33,237,FALSE,TRUE,7,2,Disability,Incomplete Highschool,FALSE
113,30,Female,FALSE,TRUE,FALSE,2000-01-01,36,66,FALSE,TRUE,57,4,Foster System,Incomplete Highschool,FALSE
114,46,Male,FALSE,TRUE,TRUE,2008-01-01,18,388,TRUE,FALSE,29,5,Veteran,Completed Highschool,FALSE
115,67,Female,FALSE,FALSE,TRUE,2000-01-01,23,405,FALSE,FALSE,82,1,Veteran,Completed Highschool,FALSE
116,60,Nonbinary,FALSE,FALSE,TRUE,2003-01-01,13,90,TRUE,FALSE,97,4,Disability,Incomplete Highschool,FALSE
117,77,Female,FALSE,FALSE,FALSE,2012-01-01,58,431,FALSE,TRUE,91,5,Domestic Abuse,Completed Highschool,FALSE
118,73,Male,FALSE,TRUE,TRUE,2016-01-01,54,492,FALSE,FALSE,9,4,Veteran,Incomplete Highschool,TRUE
119,46,Nonbinary,FALSE,FALSE,TRUE,2008-01-01,3,434,TRUE,FALSE,44,5,Domestic Abuse,Incomplete Highschool,FALSE
120,70,Female,FALSE,FALSE,TRUE,2021-01-01,2,103,FALSE,TRUE,33,1,Veteran,Incomplete Highschool,FALSE
121,20,Male,FALSE,TRUE,TRUE,2018-01-01,69,312,TRUE,TRUE,96,1,Disability,Completed Highschool,FALSE
122,66,Female,FALSE,TRUE,FALSE,2013-01-01,35,298,FALSE,FALSE,49,3,Disability,Incomplete Highschool,TRUE
123,32,Female,FALSE,TRUE,TRUE,2004-01-01,58,209,FALSE,TRUE,1,1,Disability,Incomplete Highschool,TRUE
124,22,Male,FALSE,TRUE,TRUE,2019-01-01,73,17,TRUE,FALSE,89,2,Domestic Abuse,Incomplete Highschool,FALSE
125,74,Male,FALSE,TRUE,FALSE,2018-01-01,37,224,FALSE,TRUE,85,1,Disability,Completed College,FALSE
126,65,Male,FALSE,FALSE,TRUE,2008-01-01,3,164,FALSE,TRUE,37,3,Foster System,Incomplete Highschool,FALSE
127,27,Female,FALSE,FALSE,FALSE,2008-01-01,24,299,TRUE,FALSE,3,3,Foster System,Incomplete Highschool,FALSE
128,56,Female,FALSE,TRUE,TRUE,2004-01-01,12,142,FALSE,FALSE,6,5,Veteran,Incomplete Highschool,TRUE
129,54,Male,TRUE,FALSE,TRUE,2003-01-01,96,375,FALSE,FALSE,72,3,Foster System,Incomplete Highschool,FALSE
130,77,Male,FALSE,TRUE,TRUE,2002-01-01,69,497,FALSE,FALSE,36,3,Veteran,Incomplete Highschool,TRUE
131,78,Female,FALSE,TRUE,TRUE,2015-01-01,81,1,FALSE,FALSE,1,4,Domestic Abuse,Incomplete Highschool,FALSE
132,57,Male,FALSE,TRUE,FALSE,2010-01-01,43,144,FALSE,TRUE,51,1,Disability,Incomplete Highschool,TRUE
133,62,Female,FALSE,TRUE,FALSE,2002-01-01,76,17,FALSE,TRUE,81,5,Veteran,Incomplete Highschool,TRUE
134,73,Male,FALSE,FALSE,TRUE,2021-01-01,32,299,FALSE,FALSE,85,3,Domestic Abuse,Completed Highschool,FALSE
135,29,Female,FALSE,FALSE,TRUE,2019-01-01,14,308,FALSE,FALSE,41,1,Domestic Abuse,Incomplete Highschool,FALSE
136,28,Male,FALSE,FALSE,FALSE,2007-01-01,43,439,TRUE,FALSE,44,5,Disability,Incomplete Highschool,FALSE
137,64,Male,FALSE,FALSE,TRUE,2015-01-01,36,161,TRUE,TRUE,61,2,Foster System,Incomplete Highschool,FALSE
138,42,Male,FALSE,TRUE,FALSE,2004-01-01,43,182,FALSE,FALSE,31,1,Veteran,Incomplete Highschool,TRUE
139,48,Female,TRUE,TRUE,TRUE,2011-01-01,60,293,FALSE,FALSE,97,4,Foster System,Incomplete Highschool,TRUE
140,37,Female,FALSE,TRUE,FALSE,2010-01-01,5,179,TRUE,TRUE,4,1,Foster System,Incomplete Highschool,TRUE
141,67,Female,FALSE,TRUE,TRUE,2021-01-01,37,483,TRUE,TRUE,9,1,Domestic Abuse,Completed Highschool,FALSE
142,79,Female,FALSE,TRUE,TRUE,2012-01-01,42,69,TRUE,TRUE,91,2,Veteran,Incomplete Highschool,TRUE
143,51,Female,FALSE,TRUE,TRUE,2020-01-01,33,224,FALSE,TRUE,66,1,Disability,Incomplete Highschool,TRUE
144,71,Male,FALSE,TRUE,FALSE,2016-01-01,4,367,FALSE,FALSE,82,3,Veteran,Incomplete Highschool,TRUE
145,45,Male,TRUE,FALSE,FALSE,2007-01-01,1,9,FALSE,FALSE,88,2,Disability,Incomplete Highschool,FALSE
146,27,Female,FALSE,TRUE,FALSE,2019-01-01,5,427,TRUE,FALSE,29,1,Domestic Abuse,Incomplete Highschool,FALSE
147,49,Female,FALSE,TRUE,TRUE,2013-01-01,14,15,FALSE,TRUE,7,5,Foster System,Completed College,FALSE
148,39,Male,FALSE,FALSE,FALSE,2019-01-01,94,195,FALSE,TRUE,21,3,Domestic Abuse,Incomplete Highschool,FALSE
149,65,Nonbinary,FALSE,FALSE,TRUE,2017-01-01,73,495,FALSE,FALSE,29,1,Veteran,Completed Highschool,FALSE
150,64,Male,FALSE,FALSE,TRUE,2018-01-01,38,106,TRUE,FALSE,34,4,Domestic Abuse,Incomplete Highschool,FALSE
151,25,Female,FALSE,FALSE,TRUE,2012-01-01,21,49,TRUE,FALSE,42,2,Domestic Abuse,Incomplete Highschool,FALSE
152,64,Male,FALSE,TRUE,TRUE,2007-01-01,44,101,FALSE,FALSE,7,4,Foster System,Incomplete Highschool,FALSE
153,35,Female,FALSE,FALSE,FALSE,2008-01-01,14,292,FALSE,TRUE,100,5,Veteran,Completed Highschool,FALSE
154,71,Female,FALSE,TRUE,TRUE,2003-01-01,4,147,FALSE,FALSE,1,4,Domestic Abuse,Incomplete Highschool,FALSE
155,68,Male,FALSE,FALSE,FALSE,2007-01-01,77,475,TRUE,FALSE,28,2,Domestic Abuse,Incomplete Highschool,TRUE
156,56,Female,FALSE,FALSE,FALSE,2003-01-01,2,231,TRUE,FALSE,100,4,Veteran,Incomplete Highschool,FALSE
157,49,Female,FALSE,TRUE,FALSE,2013-01-01,49,304,TRUE,TRUE,72,3,Disability,Incomplete Highschool,TRUE
158,70,Female,FALSE,TRUE,TRUE,2016-01-01,5,466,TRUE,FALSE,73,2,Veteran,Incomplete Highschool,TRUE
159,26,Female,TRUE,TRUE,TRUE,2019-01-01,56,210,FALSE,TRUE,79,1,Foster System,Incomplete Highschool,TRUE
160,71,Female,FALSE,FALSE,FALSE,2012-01-01,86,207,FALSE,FALSE,5,4,Disability,Incomplete Highschool,FALSE
161,44,Male,FALSE,TRUE,FALSE,2003-01-01,26,233,FALSE,FALSE,66,1,Veteran,Completed Highschool,FALSE
162,19,Male,TRUE,TRUE,TRUE,2010-01-01,80,40,FALSE,FALSE,19,2,Domestic Abuse,Incomplete Highschool,TRUE
163,79,Male,FALSE,FALSE,TRUE,2013-01-01,67,191,FALSE,TRUE,55,1,Foster System,Some College,FALSE
164,26,Female,FALSE,TRUE,TRUE,2016-01-01,72,329,FALSE,FALSE,70,4,Veteran,Incomplete Highschool,TRUE
165,69,Male,FALSE,TRUE,TRUE,2008-01-01,87,198,FALSE,FALSE,55,5,Disability,Incomplete Highschool,TRUE
166,48,Male,FALSE,FALSE,TRUE,2016-01-01,11,85,FALSE,TRUE,6,4,Domestic Abuse,Completed Highschool,FALSE
167,33,Female,FALSE,FALSE,TRUE,2007-01-01,76,227,FALSE,FALSE,17,1,Disability,Incomplete Highschool,FALSE
168,31,Male,FALSE,TRUE,TRUE,2005-01-01,32,156,FALSE,TRUE,57,2,Foster System,Incomplete Highschool,TRUE
169,50,Female,FALSE,TRUE,TRUE,2018-01-01,53,237,TRUE,TRUE,41,5,Veteran,Completed Highschool,FALSE
170,77,Female,FALSE,TRUE,FALSE,2017-01-01,89,244,FALSE,FALSE,94,3,Foster System,Incomplete Highschool,TRUE
171,32,Female,FALSE,FALSE,TRUE,2005-01-01,80,45,FALSE,FALSE,96,2,Foster System,Incomplete Highschool,FALSE
172,71,Nonbinary,TRUE,FALSE,FALSE,2002-01-01,48,376,FALSE,TRUE,80,1,Veteran,Incomplete Highschool,TRUE
173,63,Male,FALSE,FALSE,FALSE,2002-01-01,25,232,FALSE,TRUE,41,3,Veteran,Incomplete Highschool,FALSE
174,52,Nonbinary,FALSE,TRUE,FALSE,2004-01-01,30,381,FALSE,FALSE,35,5,Disability,Incomplete Highschool,TRUE
175,77,Male,FALSE,TRUE,FALSE,2019-01-01,90,427,TRUE,TRUE,64,5,Foster System,Incomplete Highschool,TRUE
176,59,Nonbinary,FALSE,TRUE,TRUE,2004-01-01,73,32,FALSE,TRUE,56,2,Domestic Abuse,Incomplete Highschool,TRUE
177,74,Female,FALSE,FALSE,TRUE,2018-01-01,48,365,FALSE,FALSE,41,1,Veteran,Incomplete Highschool,FALSE
178,57,Nonbinary,FALSE,TRUE,TRUE,2013-01-01,84,105,FALSE,FALSE,92,5,Veteran,Incomplete Highschool,TRUE
179,39,Male,TRUE,TRUE,FALSE,2000-01-01,21,291,FALSE,FALSE,33,5,Foster System,Incomplete Highschool,TRUE
180,72,Female,FALSE,TRUE,TRUE,2019-01-01,42,209,FALSE,FALSE,43,3,Foster System,Incomplete Highschool,TRUE
181,50,Male,TRUE,FALSE,FALSE,2017-01-01,59,295,FALSE,TRUE,55,4,Veteran,Incomplete Highschool,FALSE
182,56,Male,FALSE,TRUE,TRUE,2016-01-01,85,384,FALSE,FALSE,74,2,Veteran,Incomplete Highschool,TRUE
183,79,Male,TRUE,FALSE,TRUE,2021-01-01,54,57,FALSE,TRUE,3,4,Veteran,Incomplete Highschool,FALSE
184,58,Male,FALSE,TRUE,FALSE,2000-01-01,78,343,FALSE,FALSE,1,2,Foster System,Incomplete Highschool,TRUE
185,46,Male,FALSE,FALSE,TRUE,2020-01-01,75,369,TRUE,TRUE,77,2,Veteran,Incomplete Highschool,FALSE
186,51,Male,FALSE,TRUE,TRUE,2004-01-01,2,10,FALSE,TRUE,45,4,Disability,Incomplete Highschool,TRUE
187,64,Male,FALSE,TRUE,TRUE,2004-01-01,64,128,FALSE,TRUE,48,5,Domestic Abuse,Incomplete Highschool,FALSE
188,21,Male,FALSE,TRUE,FALSE,2013-01-01,86,270,FALSE,TRUE,5,2,Foster System,Completed College,FALSE
189,45,Male,FALSE,FALSE,TRUE,2005-01-01,78,231,TRUE,TRUE,84,5,Disability,Incomplete Highschool,FALSE
190,79,Female,FALSE,TRUE,FALSE,2010-01-01,68,110,FALSE,FALSE,64,4,Domestic Abuse,Incomplete Highschool,FALSE
191,78,Male,FALSE,TRUE,TRUE,2000-01-01,4,91,TRUE,TRUE,19,5,Foster System,Incomplete Highschool,FALSE
192,24,Female,FALSE,FALSE,FALSE,2014-01-01,45,368,FALSE,TRUE,55,5,Foster System,Some College,FALSE
193,78,Male,FALSE,FALSE,FALSE,2007-01-01,100,229,FALSE,TRUE,100,4,Veteran,Some College,FALSE
194,47,Female,FALSE,TRUE,FALSE,2015-01-01,98,41,FALSE,TRUE,14,4,Foster System,Incomplete Highschool,FALSE
195,53,Male,FALSE,TRUE,TRUE,2021-01-01,94,36,TRUE,FALSE,72,2,Veteran,Incomplete Highschool,TRUE
196,23,Male,FALSE,TRUE,FALSE,2005-01-01,38,304,FALSE,FALSE,73,5,Disability,Completed Highschool,FALSE
197,18,Male,FALSE,FALSE,FALSE,2010-01-01,8,423,FALSE,FALSE,98,2,Domestic Abuse,Incomplete Highschool,FALSE
198,61,Female,FALSE,TRUE,TRUE,2007-01-01,64,500,FALSE,TRUE,16,4,Disability,Incomplete Highschool,TRUE
199,63,Male,FALSE,TRUE,FALSE,2021-01-01,33,113,TRUE,FALSE,46,5,Foster System,Incomplete Highschool,TRUE
200,18,Female,FALSE,FALSE,FALSE,2002-01-01,29,89,TRUE,FALSE,20,2,Disability,Incomplete Highschool,TRUE
201,56,Male,FALSE,FALSE,TRUE,2009-01-01,86,80,FALSE,FALSE,7,1,Disability,Incomplete Highschool,FALSE
202,32,Male,FALSE,TRUE,TRUE,2012-01-01,27,345,FALSE,FALSE,44,4,Disability,Incomplete Highschool,TRUE
203,63,Female,FALSE,TRUE,FALSE,2005-01-01,52,303,FALSE,FALSE,7,1,Foster System,Incomplete Highschool,TRUE
204,79,Female,TRUE,TRUE,TRUE,2001-01-01,16,268,FALSE,TRUE,80,5,Veteran,Incomplete Highschool,TRUE
