ID,Age,Gender,Transgender,Mental_Illness,Physical_Illness,Date_of_Arrival,Total_Days_in_Shelter,Total_Days_Homeless,Criminal_Record,Employed,Recurrence,Party_Size,Reason,Education_Level,Return_Prediction
15,57,Male,FALSE,TRUE,TRUE,2000-01-01,47,375,FALSE,FALSE,60,4,Domestic Abuse,Incomplete Highschool,FALSE
16,52,Nonbinary,TRUE,FALSE,TRUE,2003-01-01,8,36,TRUE,FALSE,30,1,Veteran,Incomplete Highschool,TRUE
17,42,Nonbinary,TRUE,TRUE,TRUE,2001-01-01,21,431,FALSE,FALSE,21,5,Disability,Completed College,FALSE
18,44,Female,FALSE,FALSE,FALSE,2006-01-01,85,453,FALSE,TRUE,47,5,Disability,Incomplete Highschool,FALSE
19,67,Male,FALSE,FALSE,TRUE,2006-01-01,45,191,FALSE,TRUE,56,4,Domestic Abuse,Incomplete Highschool,FALSE
20,73,Female,TRUE,FALSE,FALSE,2010-01-01,54,261,TRUE,FALSE,85,2,Foster System,Incomplete Highschool,TRUE
21,58,Male,FALSE,FALSE,FALSE,2014-01-01,23,353,TRUE,FALSE,96,4,Veteran,Incomplete Highschool,TRUE
22,51,Male,TRUE,TRUE,TRUE,2005-01-01,72,50,TRUE,FALSE,58,4,Foster System,Incomplete Highschool,TRUE
23,49,Nonbinary,FALSE,FALSE,FALSE,2016-01-01,51,435,FALSE,TRUE,21,3,Disability,Completed Highschool,FALSE
24,45,Male,FALSE,FALSE,TRUE,2014-01-01,26,22,FALSE,TRUE,11,5,Veteran,Incomplete Highschool,FALSE
25,56,Male,FALSE,FALSE,TRUE,2012-01-01,47,18,FALSE,FALSE,80,2,Veteran,Incomplete Highschool,FALSE
26,57,Male,FALSE,FALSE,TRUE,2018-01-01,24,303,FALSE,TRUE,32,2,Disability,Completed Highschool,FALSE
27,33,Male,FALSE,TRUE,FALSE,2004-01-01,29,55,FALSE,FALSE,88,1,Veteran,Incomplete Highschool,TRUE
28,22,Female,FALSE,FALSE,FALSE,2013-01-01,92,266,FALSE,TRUE,69,1,Disability,Incomplete Highschool,FALSE
29,54,Nonbinary,FALSE,FALSE,TRUE,2005-01-01,90,373,FALSE,FALSE,1,4,Domestic Abuse,Incomplete Highschool,FALSE
30,28,Female,FALSE,FALSE,FALSE,2012-01-01,80,13,FALSE,TRUE,75,3,Disability,Completed College,FALSE
31,69,Male,FALSE,TRUE,TRUE,2009-01-01,61,314,FALSE,TRUE,70,1,Veteran,Completed Highschool,FALSE
32,60,Female,FALSE,FALSE,TRUE,2018-01-01,94,75,FALSE,FALSE,35,2,Disability,Incomplete Highschool,FALSE
33,46,Male,TRUE,FALSE,TRUE,2005-01-01,71,128,TRUE,FALSE,39,2,Domestic Abuse,Incomplete Highschool,FALSE
34,37,Male,FALSE,TRUE,TRUE,2004-01-01,8,114,TRUE,TRUE,51,3,Foster System,Incomplete Highschool,TRUE
35,69,Female,FALSE,TRUE,FALSE,2011-01-01,57,33,TRUE,FALSE,62,4,Domestic Abuse,Some College,FALSE
36,36,Male,FALSE,FALSE,FALSE,2015-01-01,64,361,FALSE,TRUE,89,3,Domestic Abuse,Incomplete Highschool,TRUE
37,29,Male,FALSE,TRUE,TRUE,2021-01-01,21,426,FALSE,FALSE,81,5,Foster System,Completed Highschool,FALSE
38,76,Female,FALSE,TRUE,TRUE,2010-01-01,7,72,FALSE,TRUE,32,1,Veteran,Incomplete Highschool,TRUE
39,54,Female,FALSE,FALSE,FALSE,2018-01-01,77,2,FALSE,TRUE,18,3,Disability,Incomplete Highschool,FALSE
40,77,Nonbinary,FALSE,TRUE,FALSE,2000-01-01,22,428,FALSE,TRUE,37,2,Domestic Abuse,Completed Highschool,FALSE
41,48,Female,FALSE,TRUE,FALSE,2016-01-01,88,424,FALSE,FALSE,90,4,Veteran,Incomplete Highschool,TRUE
42,79,Male,FALSE,TRUE,TRUE,2014-01-01,36,203,FALSE,FALSE,10,2,Veteran,Incomplete Highschool,TRUE
43,38,Male,FALSE,FALSE,FALSE,2001-01-01,9,297,FALSE,TRUE,21,3,Disability,Incomplete Highschool,FALSE
44,35,Male,FALSE,TRUE,FALSE,2020-01-01,78,457,FALSE,FALSE,27,2,Domestic Abuse,Incomplete Highschool,FALSE
45,73,Female,FALSE,FALSE,TRUE,2000-01-01,77,202,FALSE,FALSE,59,1,Veteran,Incomplete Highschool,FALSE
46,55,Male,FALSE,FALSE,FALSE,2001-01-01,100,364,FALSE,FALSE,43,2,Foster System,Completed Highschool,FALSE
47,31,Male,FALSE,TRUE,FALSE,2004-01-01,55,167,FALSE,TRUE,40,4,Disability,Incomplete Highschool,TRUE
48,25,Female,FALSE,FALSE,FALSE,2009-01-01,78,98,FALSE,FALSE,91,5,Veteran,Incomplete Highschool,FALSE
49,48,Female,FALSE,FALSE,TRUE,2006-01-01,46,496,TRUE,TRUE,45,4,Disability,Incomplete Highschool,FALSE
50,79,Male,TRUE,TRUE,FALSE,2013-01-01,46,34,FALSE,FALSE,45,4,Domestic Abuse,Incomplete Highschool,TRUE
51,50,Male,FALSE,FALSE,FALSE,2006-01-01,81,201,FALSE,TRUE,80,3,Disability,Some College,FALSE
52,76,Female,FALSE,FALSE,TRUE,2002-01-01,21,193,TRUE,FALSE,11,2,Disability,Completed Highschool,TRUE
53,62,Female,FALSE,FALSE,TRUE,2000-01-01,46,395,TRUE,FALSE,95,2,Disability,Incomplete Highschool,FALSE
54,75,Male,FALSE,TRUE,FALSE,2021-01-01,54,53,FALSE,FALSE,60,3,Domestic Abuse,Some College,FALSE
55,74,Female,FALSE,TRUE,FALSE,2021-01-01,11,143,FALSE,FALSE,94,5,Disability,Incomplete Highschool,TRUE
56,67,Female,FALSE,TRUE,TRUE,2020-01-01,42,2,TRUE,FALSE,30,3,Disability,Incomplete Highschool,TRUE
57,27,Female,FALSE,TRUE,FALSE,2019-01-01,26,272,FALSE,FALSE,7,5,Domestic Abuse,Incomplete Highschool,FALSE
58,61,Male,FALSE,FALSE,FALSE,2000-01-01,74,224,FALSE,TRUE,27,4,Domestic Abuse,Completed College,FALSE
59,57,Female,FALSE,TRUE,TRUE,2021-01-01,48,159,FALSE,FALSE,48,5,Domestic Abuse,Incomplete Highschool,FALSE
60,65,Male,FALSE,FALSE,TRUE,2000-01-01,76,129,TRUE,FALSE,53,3,Veteran,Completed College,FALSE
61,56,Female,FALSE,TRUE,TRUE,2021-01-01,35,9,TRUE,FALSE,72,1,Veteran,Completed Highschool,FALSE
62,22,Female,FALSE,TRUE,FALSE,2007-01-01,8,429,FALSE,FALSE,89,5,Domestic Abuse,Incomplete Highschool,FALSE
63,44,Female,TRUE,FALSE,FALSE,2016-01-01,58,110,FALSE,FALSE,59,1,Veteran,Incomplete Highschool,TRUE
64,77,Male,FALSE,FALSE,FALSE,2014-01-01,84,163,TRUE,FALSE,59,2,Foster System,Incomplete Highschool,FALSE
65,79,Female,TRUE,FALSE,FALSE,2009-01-01,97,234,TRUE,FALSE,83,5,Disability,Incomplete Highschool,TRUE
66,32,Male,FALSE,FALSE,FALSE,2005-01-01,50,499,FALSE,TRUE,70,3,Domestic Abuse,Incomplete Highschool,FALSE
67,37,Female,FALSE,FALSE,TRUE,2015-01-01,4,265,FALSE,TRUE,62,3,Domestic Abuse,Completed Highschool,FALSE
68,73,Female,FALSE,FALSE,TRUE,2001-01-01,82,260,TRUE,FALSE,51,4,Disability,Incomplete Highschool,FALSE
69,55,Female,FALSE,FALSE,TRUE,2019-01-01,88,47,TRUE,FALSE,25,4,Disability,Incomplete Highschool,FALSE
70,24,Nonbinary,FALSE,TRUE,TRUE,2003-01-01,1,371,FALSE,TRUE,13,5,Veteran,Incomplete Highschool,TRUE
71,60,Female,FALSE,FALSE,TRUE,2016-01-01,93,416,TRUE,TRUE,43,2,Domestic Abuse,Incomplete Highschool,FALSE
72,22,Nonbinary,FALSE,FALSE,FALSE,2001-01-01,70,127,FALSE,FALSE,76,1,Disability,Incomplete Highschool,TRUE
73,75,Male,FALSE,TRUE,TRUE,2011-01-01,6,302,FALSE,FALSE,42,3,Disability,Incomplete Highschool,TRUE
74,79,Female,FALSE,FALSE,TRUE,2019-01-01,31,277,FALSE,FALSE,74,3,Domestic Abuse,Incomplete Highschool,FALSE
75,28,Male,FALSE,FALSE,TRUE,2012-01-01,58,391,FALSE,FALSE,97,5,Disability,Incomplete Highschool,FALSE
76,76,Male,FALSE,TRUE,FALSE,2009-01-01,91,210,FALSE,TRUE,88,2,Veteran,Incomplete Highschool,TRUE
77,51,Male,FALSE,FALSE,FALSE,2011-01-01,48,292,TRUE,FALSE,97,4,Veteran,Incomplete Highschool,FALSE
78,22,Male,FALSE,FALSE,TRUE,2002-01-01,50,121,FALSE,FALSE,39,5,Domestic Abuse,Incomplete Highschool,FALSE
79,43,Female,FALSE,FALSE,TRUE,2007-01-01,73,301,FALSE,FALSE,50,2,Veteran,Incomplete Highschool,FALSE
80,35,Female,FALSE,TRUE,FALSE,2007-01-01,27,269,TRUE,FALSE,77,5,Domestic Abuse,Incomplete Highschool,FALSE
81,65,Male,FALSE,TRUE,TRUE,2017-01-01,30,5,FALSE,TRUE,60,4,Veteran,Incomplete Highschool,TRUE
82,35,Male,FALSE,FALSE,TRUE,2004-01-01,70,267,FALSE,TRUE,51,2,Disability,Incomplete Highschool,FALSE
83,61,Male,FALSE,TRUE,FALSE,2016-01-01,51,328,FALSE,TRUE,37,4,Disability,Completed College,FALSE
84,71,Female,TRUE,TRUE,FALSE,2020-01-01,65,101,TRUE,FALSE,23,2,Veteran,Incomplete Highschool,TRUE
85,31,Female,FALSE,TRUE,FALSE,2004-01-01,97,363,FALSE,FALSE,53,1,Foster System,Some College,FALSE
86,77,Male,FALSE,TRUE,TRUE,2020-01-01,48,220,FALSE,FALSE,50,2,Foster System,Incomplete Highschool,FALSE
87,71,Female,FALSE,FALSE,FALSE,2019-01-01,21,308,FALSE,FALSE,35,2,Foster System,Incomplete Highschool,TRUE
88,60,Male,FALSE,TRUE,TRUE,2002-01-01,56,244,FALSE,FALSE,31,4,Foster System,Incomplete Highschool,FALSE
89,78,Female,TRUE,FALSE,FALSE,2014-01-01,25,106,FALSE,FALSE,8,1,Veteran,Incomplete Highschool,TRUE
90,56,Female,TRUE,FALSE,TRUE,2005-01-01,92,352,FALSE,FALSE,2,5,Disability,Incomplete Highschool,TRUE
91,25,Female,FALSE,FALSE,TRUE,2019-01-01,7,105,FALSE,TRUE,81,1,Disability,Incomplete Highschool,FALSE
92,79,Male,FALSE,FALSE,TRUE,2000-01-01,67,488,FALSE,FALSE,22,4,Veteran,Incomplete Highschool,FALSE
93,64,Male,FALSE,FALSE,FALSE,2019-01-01,93,166,FALSE,FALSE,26,4,Domestic Abuse,Incomplete Highschool,FALSE
94,78,Female,FALSE,FALSE,FALSE,2021-01-01,91,338,FALSE,FALSE,71,5,Foster System,Completed Highschool,FALSE
95,37,Male,TRUE,FALSE,TRUE,2003-01-01,17,363,FALSE,FALSE,80,5,Foster System,Incomplete Highschool,TRUE
96,33,Female,TRUE,TRUE,FALSE,2008-01-01,73,6,TRUE,FALSE,33,2,Disability,Incomplete Highschool,TRUE
97,31,Nonbinary,FALSE,FALSE,TRUE,2008-01-01,85,420,FALSE,TRUE,65,3,Domestic Abuse,Incomplete Highschool,FALSE
98,78,Male,FALSE,FALSE,FALSE,2017-01-01,75,343,FALSE,FALSE,64,1,Foster System,Incomplete Highschool,FALSE
99,22,Female,FALSE,FALSE,FALSE,2007-01-01,89,383,FALSE,FALSE,1,4,Foster System,Incomplete Highschool,FALSE
100,54,Male,FALSE,TRUE,FALSE,2019-01-01,36,40,FALSE,TRUE,93,5,Foster System,Incomplete Highschool,FALSE
101,59,Male,FALSE,FALSE,FALSE,2017-01-01,96,303,FALSE,FALSE,33,2,Foster System,Incomplete Highschool,FALSE
102,20,Male,TRUE,FALSE,TRUE,2015-01-01,59,211,FALSE,FALSE,37,5,Foster System,Incomplete Highschool,FALSE
103,71,Nonbinary,TRUE,TRUE,FALSE,2000-01-01,43,257,FALSE,TRUE,94,3,Veteran,Completed College,TRUE
104,44,Female,FALSE,TRUE,FALSE,2012-01-01,15,448,FALSE,FALSE,23,4,Veteran,Incomplete Highschool,TRUE
105,53,Female,FALSE,FALSE,TRUE,2012-01-01,97,310,FALSE,FALSE,39,2,Veteran,Completed Highschool,FALSE
106,28,Nonbinary,FALSE,FALSE,TRUE,2001-01-01,31,341,TRUE,FALSE,23,3,Domestic Abuse,Incomplete Highschool,FALSE
107,70,Male,FALSE,FALSE,TRUE,2017-01-01,84,317,FALSE,TRUE,78,2,Veteran,Incomplete Highschool,FALSE
108,23,Female,FALSE,TRUE,TRUE,2006-01-01,79,193,TRUE,TRUE,86,3,Domestic Abuse,Completed Highschool,FALSE
109,21,Nonbinary,FALSE,TRUE,TRUE,2003-01-01,87,473,FALSE,FALSE,17,1,Veteran,Incomplete Highschool,TRUE
110,22,Male,FALSE,FALSE,TRUE,2011-01-01,4,500,TRUE,TRUE,68,4,Disability,Incomplete Highschool,FALSE
111,67,Female,FALSE,TRUE,FALSE,2011-01-01,11,243,FALSE,TRUE,59,5,Foster System,Some College,FALSE
112,53,Female,FALSE,TRUE,FALSE,2014-01-01,68,473,FALSE,FALSE,81,5,Veteran,Incomplete Highschool,TRUE
113,18,Female,TRUE,FALSE,FALSE,2005-01-01,89,83,FALSE,FALSE,31,5,Domestic Abuse,Incomplete Highschool,FALSE
114,30,Male,FALSE,TRUE,TRUE,2010-01-01,6,254,FALSE,TRUE,26,2,Foster System,Incomplete Highschool,FALSE
115,24,Male,FALSE,TRUE,FALSE,2004-01-01,82,340,FALSE,FALSE,35,4,Disability,Some College,FALSE
116,47,Male,FALSE,FALSE,TRUE,2020-01-01,69,225,FALSE,TRUE,1,1,Domestic Abuse,Incomplete Highschool,FALSE
117,31,Female,FALSE,TRUE,FALSE,2003-01-01,59,368,FALSE,TRUE,33,2,Disability,Incomplete Highschool,TRUE
118,43,Male,TRUE,TRUE,TRUE,2014-01-01,66,314,FALSE,TRUE,23,2,Domestic Abuse,Incomplete Highschool,TRUE
119,53,Male,FALSE,FALSE,TRUE,2008-01-01,92,229,TRUE,FALSE,65,2,Veteran,Incomplete Highschool,FALSE
120,70,Male,FALSE,TRUE,FALSE,2011-01-01,57,318,FALSE,FALSE,28,5,Veteran,Incomplete Highschool,TRUE
121,70,Female,FALSE,TRUE,TRUE,2019-01-01,81,331,TRUE,TRUE,4,2,Domestic Abuse,Incomplete Highschool,FALSE
122,59,Male,FALSE,FALSE,TRUE,2003-01-01,26,463,FALSE,TRUE,30,5,Foster System,Incomplete Highschool,FALSE
123,73,Male,FALSE,TRUE,TRUE,2016-01-01,99,190,FALSE,FALSE,48,2,Foster System,Incomplete Highschool,FALSE
124,36,Female,FALSE,TRUE,FALSE,2019-01-01,74,273,FALSE,FALSE,68,2,Domestic Abuse,Completed Highschool,FALSE
125,36,Male,FALSE,TRUE,TRUE,2015-01-01,52,338,FALSE,FALSE,88,3,Veteran,Completed Highschool,FALSE
126,64,Male,TRUE,TRUE,TRUE,2014-01-01,77,65,TRUE,FALSE,79,3,Veteran,Completed Highschool,TRUE
127,42,Male,FALSE,FALSE,FALSE,2009-01-01,35,375,FALSE,FALSE,32,4,Foster System,Incomplete Highschool,FALSE
128,65,Female,FALSE,FALSE,TRUE,2016-01-01,49,215,TRUE,TRUE,91,4,Disability,Some College,FALSE
129,75,Nonbinary,FALSE,FALSE,TRUE,2001-01-01,63,397,TRUE,FALSE,24,5,Domestic Abuse,Incomplete Highschool,TRUE
130,79,Female,FALSE,FALSE,FALSE,2001-01-01,88,457,FALSE,TRUE,50,1,Domestic Abuse,Incomplete Highschool,FALSE
131,22,Female,FALSE,FALSE,TRUE,2001-01-01,62,443,FALSE,FALSE,10,5,Foster System,Incomplete Highschool,FALSE
132,69,Female,FALSE,FALSE,FALSE,2005-01-01,46,426,FALSE,TRUE,7,2,Veteran,Some College,FALSE
133,51,Female,FALSE,TRUE,TRUE,2007-01-01,36,308,FALSE,TRUE,74,1,Disability,Incomplete Highschool,TRUE
134,25,Female,FALSE,TRUE,TRUE,2002-01-01,25,486,TRUE,FALSE,12,3,Domestic Abuse,Incomplete Highschool,TRUE
135,53,Male,TRUE,TRUE,FALSE,2001-01-01,66,158,FALSE,FALSE,52,4,Domestic Abuse,Some College,FALSE
136,48,Nonbinary,FALSE,TRUE,TRUE,2008-01-01,24,485,FALSE,TRUE,27,3,Veteran,Incomplete Highschool,TRUE
137,34,Male,FALSE,TRUE,TRUE,2017-01-01,67,73,FALSE,FALSE,99,5,Foster System,Completed Highschool,FALSE
138,30,Female,FALSE,FALSE,TRUE,2009-01-01,88,90,FALSE,TRUE,81,4,Disability,Completed Highschool,FALSE
139,49,Female,FALSE,TRUE,TRUE,2012-01-01,36,215,TRUE,TRUE,78,4,Domestic Abuse,Incomplete Highschool,FALSE
140,32,Female,FALSE,FALSE,TRUE,2010-01-01,57,293,TRUE,FALSE,37,1,Veteran,Incomplete Highschool,FALSE
141,36,Male,FALSE,FALSE,FALSE,2019-01-01,14,181,TRUE,FALSE,53,1,Veteran,Incomplete Highschool,FALSE
142,22,Male,FALSE,FALSE,TRUE,2004-01-01,53,3,FALSE,FALSE,67,1,Domestic Abuse,Incomplete Highschool,FALSE
143,37,Male,FALSE,TRUE,FALSE,2019-01-01,85,302,TRUE,TRUE,82,5,Foster System,Incomplete Highschool,TRUE
144,50,Male,FALSE,FALSE,TRUE,2013-01-01,50,428,FALSE,TRUE,28,4,Foster System,Incomplete Highschool,FALSE
145,26,Female,FALSE,TRUE,FALSE,2012-01-01,86,202,FALSE,TRUE,21,5,Disability,Incomplete Highschool,TRUE
146,78,Female,FALSE,FALSE,FALSE,2012-01-01,24,342,FALSE,FALSE,41,2,Domestic Abuse,Incomplete Highschool,FALSE
147,60,Male,FALSE,FALSE,TRUE,2021-01-01,2,19,FALSE,TRUE,62,4,Foster System,Completed Highschool,FALSE
148,30,Female,TRUE,FALSE,TRUE,2014-01-01,46,330,FALSE,TRUE,12,5,Disability,Incomplete Highschool,TRUE
149,46,Female,TRUE,TRUE,TRUE,2002-01-01,43,150,FALSE,FALSE,45,4,Veteran,Incomplete Highschool,TRUE
150,49,Female,FALSE,TRUE,FALSE,2015-01-01,13,462,FALSE,TRUE,46,3,Disability,Incomplete Highschool,TRUE
151,50,Female,TRUE,FALSE,TRUE,2014-01-01,81,4,FALSE,FALSE,72,2,Foster System,Incomplete Highschool,FALSE
152,18,Male,FALSE,TRUE,TRUE,2004-01-01,75,476,FALSE,TRUE,51,2,Disability,Incomplete Highschool,TRUE
153,43,Male,FALSE,FALSE,FALSE,2000-01-01,71,342,TRUE,TRUE,90,2,Domestic Abuse,Incomplete Highschool,FALSE
154,43,Female,FALSE,FALSE,FALSE,2009-01-01,8,145,FALSE,FALSE,57,4,Veteran,Incomplete Highschool,FALSE
155,22,Female,FALSE,TRUE,FALSE,2007-01-01,6,119,FALSE,TRUE,97,2,Foster System,Incomplete Highschool,FALSE
156,20,Female,FALSE,TRUE,TRUE,2010-01-01,1,356,FALSE,FALSE,26,4,Foster System,Incomplete Highschool,FALSE
157,43,Female,FALSE,FALSE,TRUE,2010-01-01,69,358,FALSE,FALSE,99,4,Disability,Incomplete Highschool,FALSE
158,74,Female,FALSE,TRUE,TRUE,2012-01-01,36,419,FALSE,FALSE,13,5,Domestic Abuse,Completed Highschool,FALSE
159,75,Male,FALSE,TRUE,FALSE,2020-01-01,41,135,FALSE,TRUE,33,4,Veteran,Some College,FALSE
160,45,Female,FALSE,TRUE,FALSE,2001-01-01,56,14,FALSE,TRUE,95,1,Veteran,Incomplete Highschool,TRUE
161,37,Male,FALSE,FALSE,TRUE,2018-01-01,23,487,FALSE,TRUE,7,2,Foster System,Incomplete Highschool,FALSE
162,22,Female,FALSE,TRUE,TRUE,2007-01-01,57,300,TRUE,TRUE,18,2,Disability,Incomplete Highschool,TRUE
163,46,Female,FALSE,FALSE,FALSE,2013-01-01,26,302,TRUE,TRUE,44,1,Disability,Incomplete Highschool,FALSE
164,40,Female,FALSE,TRUE,FALSE,2012-01-01,92,409,FALSE,TRUE,99,4,Disability,Incomplete Highschool,TRUE
165,22,Female,FALSE,FALSE,TRUE,2017-01-01,68,115,FALSE,TRUE,68,1,Disability,Incomplete Highschool,FALSE
166,45,Male,FALSE,FALSE,TRUE,2013-01-01,96,45,FALSE,FALSE,21,5,Veteran,Incomplete Highschool,TRUE
167,43,Male,FALSE,FALSE,FALSE,2000-01-01,87,245,FALSE,FALSE,58,1,Foster System,Some College,FALSE
168,43,Female,FALSE,FALSE,FALSE,2007-01-01,13,115,FALSE,FALSE,72,1,Veteran,Incomplete Highschool,FALSE
169,59,Male,TRUE,FALSE,TRUE,2012-01-01,57,365,TRUE,TRUE,35,1,Domestic Abuse,Incomplete Highschool,TRUE
170,68,Nonbinary,FALSE,FALSE,FALSE,2015-01-01,7,34,FALSE,FALSE,50,2,Disability,Incomplete Highschool,TRUE
171,28,Female,FALSE,FALSE,TRUE,2012-01-01,36,123,TRUE,TRUE,36,5,Domestic Abuse,Incomplete Highschool,FALSE
172,33,Male,TRUE,FALSE,TRUE,2011-01-01,38,463,TRUE,TRUE,81,2,Domestic Abuse,Incomplete Highschool,FALSE
173,65,Male,FALSE,TRUE,TRUE,2013-01-01,68,116,FALSE,TRUE,91,3,Veteran,Incomplete Highschool,TRUE
174,35,Male,FALSE,FALSE,TRUE,2019-01-01,14,342,FALSE,FALSE,42,5,Disability,Completed College,FALSE
175,50,Female,FALSE,FALSE,TRUE,2014-01-01,51,219,FALSE,FALSE,43,4,Domestic Abuse,Incomplete Highschool,TRUE
176,80,Male,FALSE,FALSE,FALSE,2005-01-01,17,19,TRUE,FALSE,72,5,Disability,Incomplete Highschool,FALSE
177,47,Nonbinary,FALSE,FALSE,FALSE,2005-01-01,50,217,TRUE,FALSE,40,5,Veteran,Incomplete Highschool,TRUE
178,54,Nonbinary,FALSE,FALSE,TRUE,2012-01-01,24,416,FALSE,FALSE,92,2,Disability,Incomplete Highschool,TRUE
179,60,Female,FALSE,FALSE,TRUE,2002-01-01,9,236,FALSE,TRUE,67,1,Veteran,Incomplete Highschool,FALSE
180,47,Male,FALSE,FALSE,TRUE,2002-01-01,1,243,FALSE,FALSE,63,2,Foster System,Completed College,FALSE
181,44,Female,FALSE,TRUE,TRUE,2000-01-01,85,230,FALSE,FALSE,63,5,Foster System,Incomplete Highschool,FALSE
182,47,Female,TRUE,TRUE,FALSE,2005-01-01,59,144,FALSE,FALSE,46,4,Veteran,Incomplete Highschool,TRUE
183,80,Male,FALSE,FALSE,FALSE,2001-01-01,90,40,FALSE,TRUE,59,2,Disability,Incomplete Highschool,FALSE
184,33,Female,FALSE,FALSE,FALSE,2009-01-01,66,380,TRUE,FALSE,87,1,Foster System,Incomplete Highschool,FALSE
185,30,Male,FALSE,FALSE,TRUE,2003-01-01,11,45,TRUE,FALSE,90,1,Veteran,Incomplete Highschool,FALSE
186,55,Female,FALSE,FALSE,TRUE,2009-01-01,50,154,FALSE,FALSE,65,5,Domestic Abuse,Incomplete Highschool,FALSE
187,46,Female,FALSE,TRUE,TRUE,2005-01-01,72,222,FALSE,FALSE,64,3,Domestic Abuse,Incomplete Highschool,FALSE
188,34,Female,FALSE,TRUE,TRUE,2014-01-01,21,495,FALSE,FALSE,14,4,Foster System,Incomplete Highschool,TRUE
189,33,Male,FALSE,FALSE,FALSE,2003-01-01,79,373,FALSE,FALSE,67,5,Disability,Incomplete Highschool,FALSE
190,68,Nonbinary,FALSE,TRUE,FALSE,2001-01-01,19,29,FALSE,TRUE,27,2,Veteran,Incomplete Highschool,TRUE
191,59,Male,FALSE,TRUE,TRUE,2015-01-01,30,213,FALSE,FALSE,64,2,Foster System,Incomplete Highschool,FALSE
192,31,Female,FALSE,TRUE,TRUE,2010-01-01,3,387,FALSE,FALSE,100,2,Foster System,Incomplete Highschool,TRUE
193,68,Male,FALSE,FALSE,TRUE,2007-01-01,76,340,TRUE,FALSE,71,5,Disability,Incomplete Highschool,FALSE
194,63,Male,FALSE,FALSE,TRUE,2004-01-01,31,261,FALSE,FALSE,25,5,Domestic Abuse,Incomplete Highschool,FALSE
195,60,Male,FALSE,FALSE,FALSE,2002-01-01,69,410,FALSE,FALSE,26,2,Foster System,Incomplete Highschool,FALSE
196,55,Female,FALSE,FALSE,FALSE,2019-01-01,67,96,FALSE,TRUE,24,4,Foster System,Some College,FALSE
197,37,Male,FALSE,TRUE,TRUE,2021-01-01,1,275,FALSE,FALSE,88,4,Veteran,Incomplete Highschool,FALSE
198,54,Male,FALSE,TRUE,TRUE,2017-01-01,39,55,FALSE,TRUE,33,2,Disability,Completed Highschool,FALSE
199,26,Female,FALSE,TRUE,FALSE,2002-01-01,38,457,FALSE,FALSE,66,4,Veteran,Incomplete Highschool,TRUE
200,52,Female,FALSE,FALSE,FALSE,2000-01-01,75,254,FALSE,TRUE,5,2,Veteran,Incomplete Highschool,FALSE
201,28,Nonbinary,FALSE,FALSE,TRUE,2014-01-01,86,177,FALSE,FALSE,39,1,Foster System,Incomplete Highschool,FALSE
202,36,Male,FALSE,TRUE,TRUE,2016-01-01,68,454,FALSE,FALSE,22,5,Veteran,Incomplete Highschool,TRUE
203,65,Female,FALSE,TRUE,FALSE,2008-01-01,63,158,FALSE,TRUE,46,2,Disability,Incomplete Highschool,TRUE
204,77,Female,FALSE,TRUE,TRUE,2020-01-01,38,405,FALSE,TRUE,93,2,Veteran,Incomplete Highschool,TRUE
